,Unnamed: 0,nb_reuse,tools,nb_own,list_own,nb_contrib,list_contrib,nb_wf,list_wf
2541,2541,7,"['BWA', 'SAMtools']",6,"['nf-core', 'virus-evolution', 'csf-ngs', 'jianhong', 'csiro-crop-informatics', 'cidgoh']",112,"['rsuchecki', 'Mxrcon', 'nf-core-bot', 'kevbrick', 'Midnighter', 'yuukiiwa', 'njspix', 'sofstam', 'nebfield', 'jemten', 'FriederikeHanssen', 'KevinMenden', 'yocra3', 'stevekm', 'i-pletenev', 'andersgs', 'thanhleviet', 'santiagorevale', 'apeltzer', 'kmurat1', 'lskatz', 'Erkison', 'tamara-hodgetts', 'duanjunhyq', 'charles-plessy', 'Darcy220606', 'rannick', 'idot', 'oschwengers', 'Jeremy1805', 'AntoniaSchuster', 'avantonder', 'klkeys', 'fmalmeida', 'suzannejin', 'riederd', 'sysbiocoder', 'ewels', 'grst', 'fullama', 'alexandregilardet', 'tamuanand', 'SPPearce', 'jinmingda', 'jianhong', 'pditommaso', 'hseabolt', 'SusiJo', 'mjakobs', 'lassefolkersen', 'chris-cheshire', 'FloWuenne', 'maxulysse', 'Mark-S-Hill', 'ajodeh-juma', 'kaurravneet4123', 'sruthipsuresh', 'ljmesi', 'subwaystation', 'sguizard', 'louperelo', 'c-mertes', 'mashehu', 'jfy133', 'candiceh08', 'spficklin', 'Emiller88', 'anwarMZ', 'rpetit3', 'JoseEspinosa', 'yuxuth', 'antunderwood', 'd4straub', 'Danilo2771', 'projectoriented', 'bunop', 'fbdtemme', 'mjcipriano', 'sateeshperi', 'MillironX', 'muffato', 'Gwennid', 'piotr-faba-ardigen', 'ramprasadn', 'ntoda03', 'rmcolq', 'sidorov-si', 'kojix2', 'GCJMackenzie', 'nickhsmith', 'MGordon09', 'emnilsson', 'heuermh', 'mahesh-panchal', 'aleksandrabliznina', 'abhi18av', 'maxibor', 'pericsson', 'phue', 'lescai', 'annacprice', 'RHReynolds', 'praveenraj2018', 'bjohnnyd', 'FelixKrueger', 'jfnavarro', 'BatoolMM', 'ggabernet', 'sima-r', 'arontommi', 'drpatelh', 'erikrikarddaniel']",7,"['nextflow-embl-abr-webinar', 'nf-core-hicar', 'cidgoh_qc', 'testpipeline', 'modules', 'controldna', 'phylopipe']"
2542,2542,31,"['SAMtools', 'BWA']",18,"['nf-core', 'marcocrotti', 'laclac102', 'harleenduggal', 'jianhong', 'mahesh-panchal', 'vladsaveliev', 'h3abionet', 'rbpisupati', 'marcodelapierre', 'csiro-crop-informatics', 'ggrimes', 'hoelzer-lab', 'eQTL-Catalogue', 'matt-sd-watson', 'qbicsoftware-archive', 'cidgoh', 'lauramble']",187,"['rsuchecki', 'Mxrcon', 'nf-core-bot', 'sven1103', 'saramonzon', 'Galithil', 'lauramble', 'kviljoen', 'ktrns', 'aanil', 'kevbrick', 'Midnighter', 'mamanambiya', 'yuukiiwa', 'malinlarsson', 'njspix', 'BrunoGrandePhD', 'sofstam', 'nebfield', 'jemten', 'chelauk', 'na399', 'FriederikeHanssen', 'drewjbeh', 'KevinMenden', 'yocra3', 'robsyme', 'stevekm', 'i-pletenev', 'andersgs', 'thanhleviet', 'santiagorevale', 'alneberg', 'apeltzer', 'kmurat1', 'stevin-wilson', 'lskatz', 'Erkison', 'tamara-hodgetts', 'duanjunhyq', 'evanfloden', 'ggrimes', 'charles-plessy', 'Darcy220606', 'ralf-tambets', 'hoelzer', 'Zethson', 'jordwil', 'rannick', 'colindaven', 'orionzhou', 'oschwengers', 'Jeremy1805', 'amayer21', 'AntoniaSchuster', 'avantonder', 'klkeys', 'drejom', 'silviamorins', 'vezzi', 'suzannejin', 'fmalmeida', 'sysbiocoder', 'riederd', 'ewels', 'grst', 'fullama', 'jcurado-flomics', 'tamuanand', 'kerimoff', 'george-hall-ucl', 'marchoeppner', 'adrlar', 'jburos', 'SPPearce', 'alexandregilardet', 'jinmingda', 'marcocrotti', 'jianhong', 'pditommaso', 'drpowell', 'lmfaber', 'vladsaveliev', 'kauralasoo', 'rbpisupati', 'olgabot', 'hseabolt', 'SusiJo', 'mjakobs', 'davidmasp', 'marcodelapierre', 'm3hdad', 'lassefolkersen', 'chris-cheshire', 'rfenouil', 'FloWuenne', 'maxulysse', 'Mark-S-Hill', 'ajodeh-juma', 'ameintjes', 'kaurravneet4123', 'sruthipsuresh', 'ljmesi', 'vsoch', 'mvanins', 'subwaystation', 'sguizard', 'louperelo', 'c-mertes', 'pcantalupo', 'jpfeuffer', 'mashehu', 'jfy133', 'lpantano', 'candiceh08', 'senthil10', 'spficklin', 'Emiller88', 'ypriverol', 'anwarMZ', 'rpetit3', 'JoseEspinosa', 'yuxuth', 'BABS-STP1', 'd4straub', 'antunderwood', 'Danilo2771', 'matt-sd-watson', 'projectoriented', 'alexwhan', 'bunop', 'mjcipriano', 'fbdtemme', 'phoenixAja', 'sateeshperi', 'MillironX', 'pranathivemuri', 'muffato', 'snafees', 'veeravalli', 'Gwennid', 'paulklemm', 'piotr-faba-ardigen', 'ramprasadn', 'ntoda03', 'matrulda', 'SpikyClip', 'MiguelJulia', 'Hammarn', 'sofiahaglund', 'sidorov-si', 'adomingues', 'kojix2', 'jun-wan', 'GCJMackenzie', 'zxl124', 'skrakau', 'nickhsmith', 'MGordon09', 'svarona', 'emnilsson', 'heuermh', 'lconde-ucl', 'mahesh-panchal', 'aleksandrabliznina', 'abhi18av', 'ErikaKvalem', 'ppericard', 'szilvajuhos', 'maxibor', 'pericsson', 'phue', 'lescai', 'annacprice', 'RHReynolds', 'xingaulaglag', 'praveenraj2018', 'chuan-wang', 'bjohnnyd', 'jfnavarro', 'FelixKrueger', 'BatoolMM', 'ggabernet', 'sima-r', 'arontommi', 'drpatelh', 'erikrikarddaniel']",29,"['test_nfcore_workflow_chain', 'modules', 'rnavar', 'universalModule', 'reproducible_poc', 'viralrecon', 'vipr', 'genimpute', 'demo-shpc-nf', 'proteomicslfq', 'sarek', 'chipimputation_evaluate_chips', 'nfcore-rnaseq', 'nextflow_misc', 'treat', 'rnaseq-vizfada', 'atacseq', 'radseq-processing-nf', 'cawdor', 'rnaseq', 'nf-core-hicar', 'ampliseq', 'kmermaid', 'cidgoh_qc', 'ttseq', 'nf-haplocaller', 'ssds', 'shotgun', 'microarray-qc-workflow']"
2554,2554,3,"['STAR', 'SAMtools', 'SAMtools']",3,"['nf-core', 'clairecoleman1', 'oxfordmmm']",12,"['chris-cheshire', 'nf-core-bot', 'charlotte-west', 'dladd', 'jordeu', 'oxfordfun', 'clairecoleman1', 'cjfields', 'ewels', 'annacprice', 'martinghunt', 'KevinMenden']",3,"['preprocessing', 'clipseq1', 'cutandrun']"
2555,2555,3,['preseq'],3,"['palfalvi', 'nf-core', 'clairecoleman1']",7,"['bozmik', 'nf-core-bot', 'reganhayward', 'clairecoleman1', 'lbarquist', 'palfalvi', 'apeltzer']",3,"['clipseq1', 'dualrnaseq', 'nanoporeseq']"
2556,2556,3,['FastQC'],3,"['palfalvi', 'nf-core', 'clairecoleman1']",23,"['maxulysse', 'nf-core-bot', 'evanfloden', 'charles-plessy', 'sc13-bioinf', 'ashildv', 'alexhbnr', 'scarlhoff', 'TCLamnidis', 'jfy133', 'maxibor', 'ZandraFagernas', 'clairecoleman1', 'aidaanva', 'palfalvi', 'ewels', 'phue', 'alexandregilardet', 'IdoBar', 'olgabot', 'ggabernet', 'apeltzer', 'drpatelh']",3,"['nanoporeseq', 'clipseq1', 'eager']"
2574,2574,44,['BCFtools'],33,"['nf-core', 't-neumann', 'vpeddu', 'tamara-hodgetts', 'hoelzer-lab', 'eQTL-Catalogue', 'zamanianlab', 'junyu-boston', 'mbosio85', 'esrice', 'gates-mri-bioinformatics', 'oisinmccaffrey', 'kojix2', 'juneb4869', 'nibscbioinformatics', 'quinlan-lab', 'lengfei5', 'njspix', 'jtmccr1', 'czbiohub', 'gongyh', 'sanger-tol', 'maxibor', 'luslab', 'cmatKhan', 'grpiccoli', 'vib-singlecell-nf', 'pblaney', 'elyadlezmi', 'stevekm', 'h3abionet', 'leipzig', 'marcodelapierre']",120,"['batson', 'rsuchecki', 'nf-core-bot', 'sven1103', 'danrlu', 'saramonzon', 'Galithil', 'mzamanian', 'amchakra', 'kviljoen', 'ktrns', 'esrice', 'aanil', 'ghuls', 'kaitlinchaung', 'mamanambiya', 'njspix', 'jemten', 'na399', 'FriederikeHanssen', 'cmatKhan', 'drewjbeh', 'KevinMenden', 'robsyme', 'pblaney', 'stevekm', 'kalanir', 'jackkamm', 'alneberg', 'apeltzer', 'leipzig', 'BeibeiDu', 'stevin-wilson', 'vpeddu', 'tamara-hodgetts', 'Rahul1711arora', 'ralf-tambets', 'hoelzer', 'jordwil', 'colindaven', 'bleazard', 'orionzhou', 'lengfei5', 'amayer21', 'jtmccr1', 'drejom', 'samlhao', 'gongyh', 'silviamorins', 'vezzi', 'ewels', 'dweemx', 'grst', 'jcurado-flomics', 'kerimoff', 'marchoeppner', 'jburos', 'chenthorn', 'jinmingda', 'lmfaber', 'pditommaso', 'kauralasoo', 'olgabot', 'marcodelapierre', 'chris-cheshire', 'rfenouil', 'maxulysse', 't-neumann', 'liameabbott', 'lekhakaranam', 'kkuret', 'ameintjes', 'neevor', 'mbosio85', 'mvanins', 'oisinmccaffrey', 'pcantalupo', 'mashehu', 'jfy133', 'lpantano', 'candiceh08', 'senthil10', 'CharlotteAnne', 'JoseEspinosa', 'dependabot[bot]', 'BABS-STP1', 'antunderwood', 'd4straub', 'elyadlezmi', 'phoenixAja', 'priyanka-surana', 'pranathivemuri', 'veeravalli', 'paulklemm', 'matrulda', 'ojziff', 'MiguelJulia', 'Hammarn', 'sofiahaglund', 'kojix2', 'jun-wan', 'zxl124', 'skrakau', 'juneb4869', 'KrisDavie', 'svarona', 'heuermh', 'bluegenes', 'maxibor', 'ErikaKvalem', 'ppericard', 'abhi18av', 'alexthiery', 'lescai', 'brwnj', 'chuan-wang', 'cflerin', 'ggabernet', 'arontommi', 'drpatelh']",40,"['nf-core-scgs', 'new_meripseqpipe', 'reference-database', 'salmon-nf', 'nf-sicilian', 'ngs_variant_calling', 'FOG', 'viralrecon', 'illumina-nf', 'humgen', 'genimpute', 'mgp1000', 'ev-meta', 'simple_mixcr_nextflow', 'bft-nf', 'RNA2CM', 'readmapping', 'chipimputation_evaluate_chips', 'Core_RNAseq-nf', 'nf-predictorthologs', 'workflows', 'treat', 'coproID', 'nf-core-gatkcohortcall', 'viralevo', 'ref_genomes', 'm6a', 'atacseq_nf', 'clipseq.nextflow', 'vsn-pipelines', 'nextflow-demos', 'sc2-illumina-pipeline', 'nf-core-rw', 'preon', 'nf-clip', 'nf-bowtie', 'nextflow-pipeline-demo', 'sc2-ngs-analysis', 'dicerna-rnaseq', 'nf-atac-seq']"
2575,2575,29,['BWA'],22,"['nf-core', 'tamara-hodgetts', 'zamanianlab', 'noamteyssier', 'mbosio85', 'esrice', 'gates-mri-bioinformatics', 'oisinmccaffrey', 'juneb4869', 'nibscbioinformatics', 'jtmccr1', 'czbiohub', 'maxibor', 'luslab', 'cmatKhan', 'vib-singlecell-nf', 'pblaney', 'elyadlezmi', 'leipzig', 'nilesh-tawari', 'marcodelapierre', 'ralsallaq']",116,"['batson', 'rsuchecki', 'nf-core-bot', 'sven1103', 'danrlu', 'saramonzon', 'Galithil', 'mzamanian', 'amchakra', 'kviljoen', 'ktrns', 'esrice', 'aanil', 'ghuls', 'kaitlinchaung', 'jemten', 'na399', 'FriederikeHanssen', 'cmatKhan', 'drewjbeh', 'KevinMenden', 'robsyme', 'pblaney', 'stevekm', 'jackkamm', 'alneberg', 'leipzig', 'apeltzer', 'stevin-wilson', 'BeibeiDu', 'tamara-hodgetts', 'Rahul1711arora', 'Rotholandus', 'jordwil', 'colindaven', 'orionzhou', 'amayer21', 'jtmccr1', 'drejom', 'samlhao', 'silviamorins', 'vezzi', 'ewels', 'grst', 'dweemx', 'jcurado-flomics', 'george-hall-ucl', 'marchoeppner', 'jburos', 'chenthorn', 'pditommaso', 'drpowell', 'olgabot', 'marcodelapierre', 'chris-cheshire', 'rfenouil', 'maxulysse', 'liameabbott', 'lekhakaranam', 'kkuret', 'neevor', 'mbosio85', 'mvanins', 'oisinmccaffrey', 'c-mertes', 'pcantalupo', 'mashehu', 'jfy133', 'lpantano', 'candiceh08', 'senthil10', 'Emiller88', 'CharlotteAnne', 'JoseEspinosa', 'dependabot[bot]', 'BABS-STP1', 'd4straub', 'antunderwood', 'elyadlezmi', 'phoenixAja', 'pranathivemuri', 'snafees', 'veeravalli', 'paulklemm', 'matrulda', 'ojziff', 'SpikyClip', 'noamteyssier', 'MiguelJulia', 'Hammarn', 'sofiahaglund', 'adomingues', 'jun-wan', 'zxl124', 'skrakau', 'juneb4869', 'KrisDavie', 'svarona', 'heuermh', 'mahesh-panchal', 'bluegenes', 'tiagochst', 'maxibor', 'abhi18av', 'ppericard', 'ErikaKvalem', 'alexthiery', 'lescai', 'chuan-wang', 'cflerin', 'ggabernet', 'arontommi', 'drpatelh', 'winni2k', 'ralsallaq', 'nilesh-tawari-elanco']",28,"['nf-unsplicedcds', 'new_meripseqpipe', 'reference-database', 'modules', 'nf-sicilian', 'nextflow_pipelines', 'mnaseseq', 'metaGx_nf', 'viralrecon', 'mgp1000', 'blast-pipeline', 'bft-nf', 'RNA2CM', 'Core_RNAseq-nf', 'nf-predictorthologs', 'chipseq', 'workflows', 'coproID', 'nf-core-gatkcohortcall', 'nanopore-nf', 'm6a', 'clipseq.nextflow', 'rnaseq', 'vsn-pipelines', 'sc2-illumina-pipeline', 'nf-core-rw', 'nf-clip', 'nf-atac-seq']"
2576,2576,7,['MultiQC'],7,"['nf-core', 'porchard', 'tamara-hodgetts', 'markgene', 'cmatKhan', 'sebastianlzy', 'tobsecret']",26,"['maxulysse', 'nf-core-bot', 'tamara-hodgetts', 'Rotholandus', 'jtangrot', 'sofiahaglund', 'colindaven', 'PhilPalmer', 'tobsecret', 'emnilsson', 'heuermh', 'tiagochst', 'ewels', 'markgene', 'cmatKhan', 'KevinMenden', 'asafpr', 'chuan-wang', 'porchard', 'd4straub', 'ggabernet', 'apeltzer', 'drpatelh', 'winni2k', 'DiegoBrambilla', 'erikrikarddaniel']",7,"['covid19', 'rnaseq_pipeline_rewrite', 'ampliseq', 'cutnrun', 'ATACseq-NextFlow', 'nextflow-demo', 'nf-atac-seq']"
2577,2577,12,['SAMtools'],9,"['likelet', 'nf-core', 'peterk87', 'czbiohub', 'tamara-hodgetts', 'sguizard', 'markgene', 'cmatKhan', 'tobsecret']",36,"['maxulysse', 'nf-core-bot', 'peterk87', 'tamara-hodgetts', 'Rotholandus', 'Alexey-ebi', 'likelet', 'bioinformatist', 'jtangrot', 'sofiahaglund', 'colindaven', 'PhilPalmer', 'subwaystation', 'sguizard', 'tobsecret', 'emnilsson', 'heuermh', 'tbugfinder', 'dengshuang0116', 'weiqijin', 'tiagochst', 'peterwharrison', 'ewels', 'markgene', 'cmatKhan', 'asafpr', 'KevinMenden', 'd4straub', 'chuan-wang', 'olgabot', 'ggabernet', 'apeltzer', 'drpatelh', 'winni2k', 'DiegoBrambilla', 'erikrikarddaniel']",10,"['covid19', 'ampliseq', 'isoseq', 'cutnrun', 'nf-atac-seq', 'circPipe', 'nf-large-assembly', 'nf-cleanplex-preprocess', 'airrflow', 'rnaseq_pipeline_rewrite']"
2578,2578,5,"['SAMtools', 'SAMtools', 'SAMtools', 'SAMtools', 'SAMtools']",5,"['nf-core', 'sguizard', 'markgene', 'cmatKhan', 'tobsecret']",27,"['maxulysse', 'nf-core-bot', 'Rotholandus', 'Alexey-ebi', 'jtangrot', 'sofiahaglund', 'colindaven', 'PhilPalmer', 'sguizard', 'tobsecret', 'emnilsson', 'heuermh', 'tiagochst', 'peterwharrison', 'ewels', 'markgene', 'cmatKhan', 'KevinMenden', 'asafpr', 'chuan-wang', 'd4straub', 'ggabernet', 'apeltzer', 'drpatelh', 'winni2k', 'DiegoBrambilla', 'erikrikarddaniel']",5,"['covid19', 'ampliseq', 'isoseq', 'cutnrun', 'rnaseq_pipeline_rewrite']"
2663,2663,7,['MultiQC'],3,"['vincenthhu', 'nf-core', 'csf-ngs']",107,"['Mxrcon', 'kevbrick', 'Midnighter', 'yuukiiwa', 'njspix', 'sofstam', 'nebfield', 'jemten', 'FriederikeHanssen', 'KevinMenden', 'yocra3', 'stevekm', 'i-pletenev', 'andersgs', 'thanhleviet', 'santiagorevale', 'apeltzer', 'kmurat1', 'lskatz', 'Erkison', 'tamara-hodgetts', 'charles-plessy', 'Darcy220606', 'rannick', 'idot', 'oschwengers', 'Jeremy1805', 'AntoniaSchuster', 'avantonder', 'klkeys', 'fmalmeida', 'suzannejin', 'riederd', 'sysbiocoder', 'ewels', 'grst', 'fullama', 'alexandregilardet', 'tamuanand', 'SPPearce', 'vincenthhu', 'jinmingda', 'jianhong', 'pditommaso', 'hseabolt', 'SusiJo', 'mjakobs', 'lassefolkersen', 'chris-cheshire', 'FloWuenne', 'maxulysse', 'Mark-S-Hill', 'ajodeh-juma', 'kaurravneet4123', 'sruthipsuresh', 'ljmesi', 'subwaystation', 'sguizard', 'louperelo', 'c-mertes', 'mashehu', 'jfy133', 'candiceh08', 'spficklin', 'Emiller88', 'rpetit3', 'JoseEspinosa', 'antunderwood', 'd4straub', 'Danilo2771', 'projectoriented', 'bunop', 'mjcipriano', 'fbdtemme', 'sateeshperi', 'MillironX', 'muffato', 'Gwennid', 'piotr-faba-ardigen', 'ramprasadn', 'ntoda03', 'sidorov-si', 'kojix2', 'GCJMackenzie', 'nickhsmith', 'MGordon09', 'emnilsson', 'heuermh', 'mahesh-panchal', 'aleksandrabliznina', 'abhi18av', 'maxibor', 'pericsson', 'phue', 'lescai', 'annacprice', 'RHReynolds', 'praveenraj2018', 'bjohnnyd', 'FelixKrueger', 'jfnavarro', 'BatoolMM', 'ggabernet', 'sima-r', 'arontommi', 'drpatelh', 'erikrikarddaniel']",4,"['controldna', 'nf-core-westest', 'ssds', 'modules']"
2664,2664,9,"['BEDTools', 'BEDTools']",7,"['harryscholes', 'nf-core', 'vincenthhu', 'mahesh-panchal', 'raygozag', 'harleenduggal', 'csf-ngs']",74,"['chris-cheshire', 'rfenouil', 'rsuchecki', 'maxulysse', 'nf-core-bot', 'sven1103', 'pranathivemuri', 'saramonzon', 'veeravalli', 'paulklemm', 'Galithil', 'matrulda', 'SpikyClip', 'jordwil', 'MiguelJulia', 'Hammarn', 'sofiahaglund', 'kviljoen', 'mvanins', 'colindaven', 'aanil', 'adomingues', 'ktrns', 'idot', 'jun-wan', 'zxl124', 'skrakau', 'kevbrick', 'orionzhou', 'c-mertes', 'pcantalupo', 'svarona', 'amayer21', 'heuermh', 'mashehu', 'mahesh-panchal', 'drejom', 'apeltzer', 'lpantano', 'silviamorins', 'abhi18av', 'vezzi', 'ppericard', 'ErikaKvalem', 'senthil10', 'ewels', 'jemten', 'grst', 'jcurado-flomics', 'Emiller88', 'FriederikeHanssen', 'na399', 'JoseEspinosa', 'marchoeppner', 'george-hall-ucl', 'jburos', 'KevinMenden', 'harryscholes', 'vincenthhu', 'BABS-STP1', 'raygozag', 'd4straub', 'chuan-wang', 'robsyme', 'pditommaso', 'drpowell', 'antunderwood', 'stevekm', 'olgabot', 'ggabernet', 'alneberg', 'arontommi', 'drpatelh', 'stevin-wilson']",8,"['nf-core-westest', 'RNASEQ', 'test_nfcore_workflow_chain', 'giga', 'viralrecon', 'ssds', 'controldna', 'rnaseq']"
2665,2665,11,['SAMtools'],6,"['nf-core', 'csf-ngs', 'jianhong', 'harleenduggal', 'sanger-tol', 'sarseq']",155,"['rsuchecki', 'Mxrcon', 'nf-core-bot', 'sven1103', 'saramonzon', 'Galithil', 'kviljoen', 'ktrns', 'aanil', 'Midnighter', 'kevbrick', 'yuukiiwa', 'njspix', 'sofstam', 'nebfield', 'jemten', 'na399', 'FriederikeHanssen', 'KevinMenden', 'yocra3', 'robsyme', 'stevekm', 'i-pletenev', 'andersgs', 'thanhleviet', 'santiagorevale', 'alneberg', 'apeltzer', 'kmurat1', 'stevin-wilson', 'lskatz', 'Erkison', 'tamara-hodgetts', 'charles-plessy', 'Darcy220606', 'jordwil', 'rannick', 'idot', 'colindaven', 'orionzhou', 'oschwengers', 'Jeremy1805', 'amayer21', 'AntoniaSchuster', 'avantonder', 'klkeys', 'drejom', 'silviamorins', 'vezzi', 'suzannejin', 'fmalmeida', 'sysbiocoder', 'riederd', 'ewels', 'grst', 'fullama', 'jcurado-flomics', 'alexandregilardet', 'george-hall-ucl', 'marchoeppner', 'SPPearce', 'jburos', 'tamuanand', 'jinmingda', 'jianhong', 'pditommaso', 'drpowell', 'olgabot', 'hseabolt', 'SusiJo', 'mjakobs', 'lassefolkersen', 'chris-cheshire', 'rfenouil', 'FloWuenne', 'maxulysse', 'Mark-S-Hill', 'ajodeh-juma', 'kaurravneet4123', 'sruthipsuresh', 'ljmesi', 'mvanins', 'subwaystation', 'sguizard', 'louperelo', 'c-mertes', 'pcantalupo', 'mashehu', 'jfy133', 'lpantano', 'candiceh08', 'senthil10', 'spficklin', 'Emiller88', 'rpetit3', 'JoseEspinosa', 'BABS-STP1', 'd4straub', 'antunderwood', 'Danilo2771', 'projectoriented', 'bunop', 'mjcipriano', 'fbdtemme', 'sateeshperi', 'MillironX', 'priyanka-surana', 'pranathivemuri', 'muffato', 'veeravalli', 'Gwennid', 'paulklemm', 'piotr-faba-ardigen', 'ramprasadn', 'ntoda03', 'matrulda', 'SpikyClip', 'MiguelJulia', 'Hammarn', 'sofiahaglund', 'sidorov-si', 'adomingues', 'kojix2', 'jun-wan', 'GCJMackenzie', 'zxl124', 'skrakau', 'nickhsmith', 'MGordon09', 'svarona', 'emnilsson', 'heuermh', 'mahesh-panchal', 'aleksandrabliznina', 'abhi18av', 'maxibor', 'ppericard', 'ErikaKvalem', 'pericsson', 'phue', 'lescai', 'annacprice', 'RHReynolds', 'praveenraj2018', 'bjohnnyd', 'chuan-wang', 'FelixKrueger', 'jfnavarro', 'BatoolMM', 'ggabernet', 'sima-r', 'arontommi', 'drpatelh', 'sarseq', 'erikrikarddaniel']",8,"['RNASEQ', 'readmapping', 'viralrecon', 'sarseq2', 'modules', 'controldna', 'shotgun', 'rnaseq']"
2667,2667,27,['SAMtools'],16,"['nf-core', 'virus-evolution', 'laclac102', 'harleenduggal', 'jianhong', 'csf-ngs', 'mahesh-panchal', 'h3abionet', 'qbic-pipelines', 'ggrimes', 'hoelzer-lab', 'eQTL-Catalogue', 'matt-sd-watson', 'razielar', 'marchoeppner', 'lauramble']",94,"['rsuchecki', 'nf-core-bot', 'sven1103', 'saramonzon', 'Galithil', 'lauramble', 'kviljoen', 'ktrns', 'aanil', 'kevbrick', 'mamanambiya', 'jemten', 'na399', 'FriederikeHanssen', 'drewjbeh', 'KevinMenden', 'robsyme', 'stevekm', 'alneberg', 'apeltzer', 'stevin-wilson', 'evanfloden', 'ggrimes', 'ralf-tambets', 'hoelzer', 'jordwil', 'idot', 'colindaven', 'orionzhou', 'amayer21', 'drejom', 'silviamorins', 'vezzi', 'ewels', 'grst', 'razielar', 'jcurado-flomics', 'kerimoff', 'george-hall-ucl', 'marchoeppner', 'jburos', 'jinmingda', 'jianhong', 'pditommaso', 'drpowell', 'lmfaber', 'kauralasoo', 'olgabot', 'm3hdad', 'chris-cheshire', 'rfenouil', 'maxulysse', 'ameintjes', 'mvanins', 'c-mertes', 'pcantalupo', 'mashehu', 'lpantano', 'senthil10', 'Emiller88', 'JoseEspinosa', 'BABS-STP1', 'd4straub', 'antunderwood', 'matt-sd-watson', 'LaurenceKuhl', 'phoenixAja', 'pranathivemuri', 'snafees', 'veeravalli', 'paulklemm', 'matrulda', 'SpikyClip', 'MiguelJulia', 'Hammarn', 'sofiahaglund', 'rmcolq', 'adomingues', 'jun-wan', 'zxl124', 'skrakau', 'svarona', 'heuermh', 'mahesh-panchal', 'ignaciot', 'abhi18av', 'ErikaKvalem', 'ppericard', 'xingaulaglag', 'praveenraj2018', 'chuan-wang', 'ggabernet', 'arontommi', 'drpatelh']",23,"['test_nfcore_workflow_chain', 'rnavar', 'nascent', 'nextflowTutorial', 'viralrecon', 'vipr', 'trinoflow', 'genimpute', 'controldna', 'chipimputation_evaluate_chips', 'nfcore-rnaseq', 'lncRNA_annotation_cufflinks_nf', 'treat', 'nextflow_for_nextstrain', 'vcreport', 'rnaseq-vizfada', 'atacseq', 'phylopipe', 'kmermaid', 'ampliseq', 'ttseq', 'ssds', 'shotgun']"
2683,2683,10,"['SAMtools', 'SAMtools', 'AIVAR', 'SAMtools']",7,"['nf-core', 'czbiohub', 'darcyabjones', 'rastiks', 'h3abionet', 'epi2me-labs', 'didillysquat']",42,"['batson', 'maxulysse', 'nf-core-bot', 'sarahjeeeze', 'rastiks', 'danrlu', 'saramonzon', 'evanfloden', 'charles-plessy', 'ameintjes', 'sc13-bioinf', 'neevor', 'MiguelJulia', 'ktrns', 'ashildv', 'alexhbnr', 'mamanambiya', 'cjw85', 'scarlhoff', 'svarona', 'TCLamnidis', 'heuermh', 'jfy133', 'samlhao', 'maxibor', 'ZandraFagernas', 'aidaanva', 'ewels', 'jcurado-flomics', 'phue', 'alexandregilardet', 'JoseEspinosa', 'didillysquat', 'darcyabjones', 'stevekm', 'morpholino', 'jackkamm', 'olgabot', 'ggabernet', 'IdoBar', 'apeltzer', 'drpatelh']",8,"['kopp_2021_fowl', 'chipimputation_evaluate_chips', 'sc2-illumina-pipeline', 'wf-transcript-target', 'viralrecon', 'panann', 'eager', 'demux']"
2684,2684,3,['MultiQC'],2,"['nf-core', 'czbiohub']",22,"['maxulysse', 'nf-core-bot', 'evanfloden', 'charles-plessy', 'sc13-bioinf', 'ashildv', 'alexhbnr', 'scarlhoff', 'TCLamnidis', 'jfy133', 'samlhao', 'maxibor', 'ZandraFagernas', 'aidaanva', 'ewels', 'phue', 'alexandregilardet', 'IdoBar', 'olgabot', 'ggabernet', 'apeltzer', 'drpatelh']",3,"['eager', 'sc2-ngs-analysis', 'demux']"
2685,2685,8,['FastQC'],6,"['nf-core', 'lobleya', 'glormph', 'czbiohub', 'peterk87', 'trev-f']",26,"['maxulysse', 'nf-core-bot', 'peterk87', 'lekhakaranam', 'trev-f', 't-f-freeman', 'neevor', 'jtangrot', 'colindaven', 'PhilPalmer', 'emnilsson', 'mashehu', 'ewels', 'drewjbeh', 'asafpr', 'KevinMenden', 'lobleya', 'jinmingda', 'glormph', 'd4straub', 'olgabot', 'ggabernet', 'apeltzer', 'drpatelh', 'DiegoBrambilla', 'erikrikarddaniel']",7,"['nf-core-lfquandenser', 'ampliseq', 'nf-ionampliseq', 'GATK4_WGS', 'SRAlign', 'atacseq', 'nextflow-tutorial-2019']"
2686,2686,11,"['QIIME', 'QIIME']",7,"['nf-core', 'lobleya', 'czbiohub', 'peterk87', 'trev-f', 'telatin', 'matt-sd-watson']",28,"['maxulysse', 'nf-core-bot', 'peterk87', 'lekhakaranam', 'trev-f', 'telatin', 't-f-freeman', 'neevor', 'jtangrot', 'colindaven', 'PhilPalmer', 'emnilsson', 'mashehu', 'vmikk', 'ewels', 'drewjbeh', 'asafpr', 'KevinMenden', 'lobleya', 'jinmingda', 'd4straub', 'olgabot', 'ggabernet', 'matt-sd-watson', 'apeltzer', 'drpatelh', 'DiegoBrambilla', 'erikrikarddaniel']",9,"['nextflow-example', 'SRAtac', 'ampliseq', 'nextflow_for_nextstrain', 'GATK4_WGS', 'SRAlign', 'nf-villumina', 'atacseq', 'nextflow-tutorial-2019']"
