,list_contrib,list_own,list_wf,nb_contrib,nb_own,nb_reuse,nb_wf,tools
269,"{'Jessiesss', 'andersonbrito', 'vangalamaheshh', 'mcornwell1957', 'xindong95', 'yahan9416', 'chrishah'}","{'hanfeisun', 'andersonbrito', 'chrishah', 'xindong95'}","{'andersonbrito/subsampler/1', 'hanfeisun/viper-rnaseq/1', 'xindong95/DEAP/2', 'chrishah/prepro/2'}",7.0,4.0,4.0,4.0,['TEMP']
270,"{'fburic', 'franciscozorrilla'}",{'franciscozorrilla'},"{'franciscozorrilla/metaGEM/1', 'franciscozorrilla/metaGEM/3'}",2.0,1.0,2.0,2.0,['BinSanity']
271,{'chrishah'},{'chrishah'},{'chrishah/prepro/2'},1.0,1.0,2.0,1.0,['BLESS']
272,"{'jdblischak', 'kauralasoo'}","{'jdblischak', 'kauralasoo'}","{'kauralasoo/macrophage-tuQTLs/3', 'jdblischak/cardioqtl/1'}",2.0,2.0,2.0,2.0,['verifyBamID']
273,"{'mgalland', 'snaqvi1990'}","{'mgalland', 'snaqvi1990'}","{'mgalland/neurofjacobs/1', 'snaqvi1990/pgc_scrnaseq/1'}",2.0,2.0,2.0,2.0,"['kallisto', 'SAMtools']"
274,{'dependabot[bot]'},{'FordyceLab'},{'FordyceLab/tessellate/1'},1.0,1.0,2.0,1.0,['PyMOL']
275,{'Marc-Ruebsam'},{'Marc-Ruebsam'},{'Marc-Ruebsam/MeBaPiNa/1'},1.0,1.0,3.0,1.0,['ACTION']
276,"{'eclarke', 'boasvdp', 'GeorgiaBreckell'}","{'ares-lab', 'boasvdp', 'GeorgiaBreckell'}","{'GeorgiaBreckell/assembly_pipeline/1', 'ares-lab/assembler/1', 'boasvdp/COMBAT/2'}",3.0,3.0,3.0,3.0,['Unicycler']
277,{'fburic'},{'fburic'},{'fburic/candia/5'},1.0,1.0,1.0,1.0,['Crux']
278,{'MeHelmy'},{'MeHelmy'},{'MeHelmy/covid-pipeline/1'},1.0,1.0,1.0,1.0,['AIVAR']
279,{'davemcg'},{'davemcg'},{'davemcg/casey_to_gemini/1'},1.0,1.0,1.0,1.0,['GEMINI']
280,"{'linsalrob', 'SamStudio8', 'dgmaghini', 'elimoss', 'Ducklegs17', 'GeorgiaBreckell', 'dadahan', 'pmenzel', 'bsiranosian', 'CarolinaPB', 'redekarnr'}","{'linsalrob', 'CarolinaPB', 'SamStudio8', 'MarescaLab', 'elimoss', 'Ducklegs17', 'GeorgiaBreckell', 'pmenzel', 'bhattlab', 'NCBR-FNLCR'}","{'GeorgiaBreckell/assembly_pipeline/1', 'CarolinaPB/nanopore-assembly/1', 'SamStudio8/reticulatus/1', 'NCBR-FNLCR/Long-read-genome-assembly/1', 'pmenzel/ont-assembly-snake/1', 'Ducklegs17/pacbio_hifi/1', 'bhattlab/lathe/1', 'MarescaLab/genome_pipeline/1', 'linsalrob/atavide/11', 'elimoss/lathe/1'}",11.0,10.0,13.0,10.0,['Flye']
281,"{'jfear', 'meganamsu', 'yss1', 'baigal628', 'ninsch3000', 'elisevanbree', 'rblemma', 'eiserdr', 'fcarelli', 'colinshew', 'liulab-dfci', 'LucoLab', 'MuhammedHasan', 'crazyhottommy', 'dcsoto', 'seb-mueller', 'ajtock', 'petercombs', 'miramastoras', 'mgalland', 'kauralasoo', 'cademirch', 'gonzalobenegas'}","{'liulab-dfci', 'ajtock', 'LucoLab', 'zavolanlab', 'petercombs', 'jfear', 'songlab-cal', 'rblemma', 'eiserdr', 'fcarelli', 'mgalland', 'mortazavilab', 'kauralasoo', 'cademirch', 'seb-mueller', 'Frankjacobslab', 'mydennislab'}","{'fcarelli/glre/6', 'mydennislab/snake-chipseq/1', 'mgalland/neurofjacobs/2', 'seb-mueller/snakemake-bisulfite/1', 'mortazavilab/polyAsite_workflow_GM12878/1', 'zavolanlab/polyAsite_workflow/1', 'fcarelli/glre/15', 'rblemma/K562_Myb_ChIP-seq/1', 'fcarelli/glre/11', 'eiserdr/histone-chipseq/1', 'kauralasoo/macrophage-tuQTLs/3', 'jfear/ncbi_remap/13', 'fcarelli/glre/12', 'petercombs/dicty/1', 'Frankjacobslab/ChIP-seq/1', 'ajtock/Wheat_DMC1_ASY1_paper/3', 'mydennislab/snake-chipseq/2', 'LucoLab/ChIPSeQ/1', 'fcarelli/glre/5', 'cademirch/Track-Hub-Maker/1', 'songlab-cal/scquint/2', 'fcarelli/glre/35', 'liulab-dfci/CHIPS/19'}",23.0,17.0,36.0,23.0,['bedGraphToBigWig']
282,"{'kapelletier', 'fmaguire', 'franciscozorrilla', 'Tu6ka', 'jribado', 'tatumdmortimer', 'vangalamaheshh', 'groodri', 'aschuerch', 'fburic', 'MalbertRogers', 'elimoss', 'mberacochea', 'awilson0', 'cosnicolaou', 'ambenj', 'bsiranosian', 'maxlcummins', 'tamburinif', 'nataquinones', 'sorenwacker', 'navajain', 'tyhsu389', 'sskashaf', 'boasvdp', 'niekh-13', 'sevance', 'shigdon', 'MostafaYA', 'bfremin'}","{'fmaguire', 'aschuerch', 'franciscozorrilla', 'niekh-13', 'elimoss', 'Finn-Lab', 'shigdon', 'dst-umms', 'haneylab', 'gradlab', 'ambenj', 'MostafaYA', 'tyhsu389', 'maxlcummins', 'baymlab', 'liluacrobat', 'bhattlab', 'boasvdp'}","{'liluacrobat/Shotgun_inStrain/25', 'Finn-Lab/MAG_Snakemake_wf/4', 'liluacrobat/Shotgun_inStrain/12', 'maxlcummins/pipelord/11', 'dst-umms/MAMBA/9', 'haneylab/assembly_pipeline/1', 'maxlcummins/pipelord/10', 'elimoss/metagenomics_workflows/3', 'ambenj/bin_das_tool/1', 'tyhsu389/uphl_reference_free/1', 'niekh-13/phylogenetic_workflows/1', 'niekh-13/phylogenetic_workflows/2', 'fmaguire/neisseria_amr_genomics/1', 'boasvdp/COMBAT/3', 'bhattlab/bhattlab_workflows/28', 'franciscozorrilla/metaGEM/1', 'bhattlab/bhattlab_workflows/7', 'liluacrobat/Shotgun_inStrain/24', 'baymlab/2020_Owen-BstA/1', 'liluacrobat/Shotgun_inStrain/10', 'liluacrobat/Shotgun_inStrain/8', 'bhattlab/bhattlab_workflows/10', 'shigdon/snakemake_lactococcus/1', 'aschuerch/bactofidia/1', 'liluacrobat/Shotgun_inStrain/7', 'bhattlab/bhattlab_workflows/27', 'shigdon/snakemake_mucilage-isolates/1', 'MostafaYA/snakeNullarbor/1', 'liluacrobat/Shotgun_inStrain/9', 'boasvdp/COMBAT/2', 'niekh-13/phylogenetic_workflows/3', 'bhattlab/bhattlab_workflows/12', 'bhattlab/bhattlab_workflows/8', 'gradlab/lsarp_gwas/1', 'bhattlab/bhattlab_workflows/9'}",30.0,18.0,40.0,35.0,['Prokka']
283,{'aryarm'},{'aryarm'},{'aryarm/as_analysis/4'},1.0,1.0,1.0,1.0,['SnpSift']
284,"{'sevance', 'elimoss', 'jribado', 'JDKling', 'cosnicolaou', 'navajain', 'bsiranosian', 'bfremin', 'tamburinif'}","{'JDKling', 'bhattlab'}","{'bhattlab/bhattlab_workflows/21', 'JDKling/Syn_microdiversity/1'}",9.0,2.0,2.0,2.0,['CladePP']
285,{'sbamin'},{'TheJacksonLaboratory'},{'TheJacksonLaboratory/toymake/1'},1.0,1.0,1.0,1.0,"['GATK', 'BiocParallel']"
286,{'arushiv'},{'arushiv'},{'arushiv/islet_cage/2'},1.0,1.0,1.0,1.0,['Rsamtools']
287,"{'annazhukova', 'fredericlemoine'}",{'evolbioinfo'},"{'evolbioinfo/HIV1-CRF19_Cuba/1', 'evolbioinfo/zika_Vietnam/4', 'evolbioinfo/zika_Vietnam/5', 'evolbioinfo/phylocovid/4'}",2.0,1.0,12.0,4.0,['PastML']
288,"{'mikheyev', 'shaunchuah', 'elimoss', 'bsiranosian', 'reedacartwright'}","{'MaevaTecher', 'bhattlab', 'shaunchuah'}","{'MaevaTecher/varroa-host-jump/1', 'bhattlab/kraken2_classification/1', 'shaunchuah/cfdna_workflow/1'}",5.0,3.0,3.0,3.0,['Bracken']
289,{'tianwen0003'},{'tianwen0003'},{'tianwen0003/RNA-seq-data-analysis/1'},1.0,1.0,1.0,1.0,['cuffcompare']
290,{'okartal'},{'okartal'},{'okartal/population_epigenetics/2'},1.0,1.0,1.0,1.0,['Bayexer']
291,{'sfletc'},{'Carroll-Lab'},{'Carroll-Lab/sRNA_fastq_to_fasta/1'},1.0,1.0,1.0,1.0,"['cshl_fastx_clipper', 'cshl_fastx_collapser']"
292,"{'chenfeiwang', 'QiangTU', 'meganamsu', 'philippmuench', 'kant', 'sebpott', 'Tjitskedv', 'Aexbrayat', 'daoud-sie', 'hsigeman', 'baigal628', 'anoyaro84', 'mmendeville', 'taoliu', 'vodkatad', 'mengxiao', 'FleurGaBru', 'colinshew', 'StephenRicher', 'nuan604', 'liulab-dfci', 'chrstraub', 'Bella2347', 'fennerm', 'andyferraro', 'kkchau', 'crazyhottommy', 'MeHelmy', 'barbarabarbosa', 'rhpvorderman', 'EnricoGiampieri', 'dcsoto', 'HanqingZhao97', 'bow', 'petercombs', 'josephhalstead', 'DongqingSun', 'DanieleDallOlio', 'miramastoras', 'Redmar-van-den-Berg', 'sndrtj', 'DongqingSun96', 'dfloresDIL', 'gradonion', 'thw17', 'relorbany'}","{'philippmuench', 'sebpott', 'tgac-vumc', 'Aexbrayat', 'infnttlab', 'kmgibson', 'LUMC', 'Miachol', 'vodkatad', 'StephenRicher', 'mydennislab', 'liulab-dfci', 'chrstraub', 'Bella2347', 'fennerm', 'kkchau', 'MeHelmy', 'petercombs', 'josephhalstead', 'nioo-knaw', 'dfloresDIL', 'gradonion', 'thw17', 'relorbany'}","{'Miachol/hamlet/2', 'sebpott/dropseq_pipeline/2', 'kmgibson/FONTANA/3', 'dfloresDIL/MEGA/3', 'gradonion/ATACseq_pipeline/1', 'vodkatad/WXS_SNV/6', 'mydennislab/snake-chipseq/1', 'liulab-dfci/MAESTRO/4', 'kkchau/RNAseq_Pipeline/2', 'StephenRicher/HiCFlow/1', 'vodkatad/WXS_SNV/7', 'dfloresDIL/MEGA/4', 'dfloresDIL/MEGA/1', 'philippmuench/OligoMM-report-v2/1', 'liulab-dfci/CHIPS/4', 'LUMC/HAMLET/8', 'Bella2347/snakemake-sex-chr/1', 'dfloresDIL/MEGA/2', 'Miachol/hamlet/9', 'tgac-vumc/QDNAseq.snakemake/1', 'chrstraub/SNP_calling_workflow/1', 'Miachol/hamlet/3', 'LUMC/hutspot/1', 'MeHelmy/covid-pipeline/1', 'petercombs/dicty/1', 'kmgibson/FONTANA/4', 'mydennislab/snake-chipseq/2', 'josephhalstead/insilico_limit_of_detection/1', 'thw17/Rupp_etal_Anole_DosageCompensation/1', 'relorbany/Exp1_prelim_analysis/1', 'fennerm/megadaph/1', 'fennerm/daphnia-mtdna-ma/1', 'Aexbrayat/snakevir/1', 'StephenRicher/RNA-Flow/1', 'infnttlab/biopipe/1', 'vodkatad/WXS_SNV/5', 'LUMC/HAMLET/2', 'nioo-knaw/BSAnalyser/1'}",46.0,24.0,80.0,38.0,['Picard']
293,"{'yangkcatiu', 'yijiaozhang'}",{'yijiaozhang'},{'yijiaozhang/hypercompare/5'},2.0,1.0,2.0,1.0,['HHypermap']
294,"{'sevance', 'elimoss', 'jribado', 'cosnicolaou', 'navajain', 'ambenj', 'bsiranosian', 'bfremin', 'tamburinif'}","{'elimoss', 'liluacrobat', 'bhattlab', 'ambenj'}","{'bhattlab/bhattlab_workflows/9', 'elimoss/metagenomics_workflows/3', 'liluacrobat/Shotgun_inStrain/10', 'liluacrobat/Shotgun_inStrain/25', 'liluacrobat/Shotgun_inStrain/8', 'bhattlab/bhattlab_workflows/10', 'liluacrobat/Shotgun_inStrain/9', 'ambenj/bin_das_tool/1', 'liluacrobat/Shotgun_inStrain/7', 'liluacrobat/Shotgun_inStrain/12', 'bhattlab/bhattlab_workflows/28', 'bhattlab/bhattlab_workflows/12', 'bhattlab/bhattlab_workflows/8', 'bhattlab/bhattlab_workflows/7', 'liluacrobat/Shotgun_inStrain/24', 'bhattlab/bhattlab_workflows/27'}",9.0,4.0,16.0,16.0,['Barrnap']
295,"{'aschuerch', 'nathanhaigh', 'niekh-13', 'sevance', 'MalbertRogers', 'elimoss', 'Ducklegs17', 'jribado', 'pmenzel', 'cosnicolaou', 'tamburinif', 'navajain', 'bsiranosian', 'tyhsu389', 'groodri', 'bfremin', 'natir', 'boasvdp'}","{'niekh-13', 'Ducklegs17', 'pmenzel', 'boasvdp', 'tyhsu389', 'liluacrobat', 'bhattlab', 'natir', 'aschuerch'}","{'Ducklegs17/pacbio_clr/1', 'pmenzel/score-assemblies/1', 'natir/yacrd-and-fpa-upstream-tools-for-lr-genome-assembly/1', 'natir/yacrd-and-fpa-upstream-tools-for-lr-genome-assembly/5', 'liluacrobat/Shotgun_inStrain/5', 'bhattlab/bhattlab_workflows/14', 'Ducklegs17/pacbio_hifi/1', 'aschuerch/bactofidia/1', 'natir/yacrd-and-fpa-upstream-tools-for-lr-genome-assembly/3', 'tyhsu389/uphl_reference_free/1', 'bhattlab/bhattlab_workflows/5', 'niekh-13/phylogenetic_workflows/2', 'boasvdp/COMBAT/3', 'liluacrobat/Shotgun_inStrain/14'}",18.0,9.0,23.0,14.0,['QUAST']
296,"{'andrewmlynn', 'naveen584'}",{'LynnGroup-SCIS-JNU'},{'LynnGroup-SCIS-JNU/SnakeVar/1'},2.0,1.0,1.0,1.0,"['SAMtools', 'GATK', 'STAR']"
297,{'peter-yufan-zeng'},{'peter-yufan-zeng'},{'peter-yufan-zeng/AN_WGS_script/1'},1.0,1.0,1.0,1.0,"['GATK', 'MarkDuplicates (IP)']"
298,{'seb-mueller'},{'seb-mueller'},{'seb-mueller/snakemake_sRNAseq/1'},1.0,1.0,1.0,1.0,"['STAR', 'ALIGN']"
299,"{'martin-jeremy', 'thomasfaraut'}",{'StructVarGA'},{'StructVarGA/polledHiC/1'},2.0,1.0,1.0,1.0,"['DEPTH', 'sctransform', 'PeakHeights']"
300,{'StephenRicher'},{'StephenRicher'},{'StephenRicher/HiCFlow/1'},1.0,1.0,1.0,1.0,['OnTAD']
301,{'miramastoras'},{'hennlab'},{'hennlab/AS-IBDNe/1'},1.0,1.0,1.0,1.0,['RFMix']
302,{'raivivek'},{'raivivek'},{'raivivek/Snakemake_WASP/1'},1.0,1.0,1.0,1.0,"['SAMtools', 'BaMM', 'SAMtools']"
303,"{'Redmar-van-den-Berg', 'bow'}","{'Miachol', 'LUMC'}","{'LUMC/HAMLET/8', 'Miachol/hamlet/9'}",2.0,2.0,2.0,2.0,['GSNAP']
304,"{'colinshew', 'jfear', 'icelu', 'kpalin', 'elfyly', 'hchyang', 'rvosa'}","{'jfear', 'kpalin', 'colinshew', 'hchyang', 'naturalis'}","{'kpalin/VirusIntegrationFinder/1', 'naturalis/brassicaceae-hybseq-pipeline/2', 'colinshew/multi-genome_oligo_design/1', 'hchyang/PSiTE/3', 'jfear/sdic_query/1'}",7.0,5.0,5.0,5.0,['BLAT']
305,"{'gavinband', 'meganamsu', 'Juliepvr', 'XianXin0418', '0mician', 'emorice', 'JoeBlackSci', 'rvosa', 'mzapatka', 'mmchaouchi', 'jessicalumian', 'awilson0', 'tijsbliek', 'elfyly', 'suecharo', 'biplabua', 'colinshew', 'ALFLAG', 'JessAwBryant', 'ACSoupir', 'MeHelmy', 'dcsoto', 'montpetitlab', 'taylorreiter', 'megancamilla', 'leahkemp', 'penglbio', 'shigdon', 'miramastoras', 'mgalland'}","{'davidlevybooth', 'Juliepvr', 'XianXin0418', 'emorice', 'JoeBlackSci', 'mzapatka', 'kmgibson', 'mmchaouchi', 'jessicalumian', 'suecharo', 'mydennislab', 'ALFLAG', 'JessAwBryant', 'bioxfu', 'ACSoupir', 'KoesGroup', 'haneylab', 'MeHelmy', 'montpetitlab', 'LoGT-KULeuven', 'leahkemp', 'penglbio', 'longread-well', 'shigdon', 'naturalis'}","{'bioxfu/ChIP-Seq/2', 'kmgibson/FONTANA/3', 'montpetitlab/Aguilar_and_Paul_et_al_2020/2', 'JoeBlackSci/SAHDA/1', 'penglbio/RNA_Seq/1', 'longread-well/shortread-pipeline/5', 'mydennislab/snake-chipseq/1', 'haneylab/assembly_pipeline/1', 'emorice/RNASeq_example/2', 'suecharo/sapporo_test_workflows/1', 'bioxfu/RNA-Seq/2', 'emorice/RNASeq_example/1', 'leahkemp/testing_seattleflu_assembly/3', 'penglbio/Trinity/1', 'montpetitlab/Aguilar_and_Paul_et_al_2020/3', 'davidlevybooth/Rhodococcus_Transcriptomics/1', 'ACSoupir/SnakeMake/1', 'LoGT-KULeuven/y2h_Bam35-Bt_analysis/1', 'naturalis/brassicaceae-hybseq-pipeline/1', 'KoesGroup/Snakemake_trinity/1', 'jessicalumian/fryxell-phormidium/1', 'XianXin0418/SWORD-pipeline/2', 'ALFLAG/Viral_Variant_Visualiser/1', 'mzapatka/p-dip/1', 'shigdon/snakemake_lactococcus/1', 'bioxfu/ChIP-Seq/1', 'mmchaouchi/Cloud/1', 'bioxfu/RNA-Seq/3', 'MeHelmy/covid-pipeline/1', 'LoGT-KULeuven/y2h_Bam35-Bt_analysis/2', 'XianXin0418/SWORD-pipeline/1', 'kmgibson/FONTANA/4', 'montpetitlab/Aguilar_and_Paul_et_al_2020/1', 'mydennislab/snake-chipseq/2', 'penglbio/RNA_Seq/3', 'shigdon/snakemake_mucilage-isolates/1', 'penglbio/RNA_Seq/2', 'shigdon/snakemake_mucilage-isolates/2', 'Juliepvr/snakemake_metagenomic/1', 'leahkemp/testing_seattleflu_assembly/4', 'XianXin0418/SWORD-pipeline/3', 'leahkemp/testing_seattleflu_assembly/1', 'bioxfu/RNA-Seq/1', 'leahkemp/testing_seattleflu_assembly/2', 'JessAwBryant/qiime_with_snakemake/1'}",30.0,25.0,50.0,45.0,['Trimmomatic']
306,{'CharlotteAnne'},{'luslab'},"{'luslab/psiclip/1', 'luslab/psiclip/2'}",1.0,1.0,2.0,2.0,"['Sambamba', 'Sambamba', 'Sambamba', 'BEDTools']"
307,{'dmvandenberg'},{'dmvandenberg'},{'dmvandenberg/Snakemake-course-11/1'},1.0,1.0,1.0,1.0,['iConvert']
308,{'petercombs'},{'petercombs'},{'petercombs/dicty/1'},1.0,1.0,1.0,1.0,"['SAMtools', 'PNC']"
309,{'jdblischak'},{'jdblischak'},{'jdblischak/cardioqtl/1'},1.0,1.0,1.0,1.0,['Subjunc']
310,"{'yh154', 'user611'}",{'yh154'},{'yh154/Pyup/1'},2.0,1.0,1.0,1.0,['BamTools']
311,"{'elliekpursey', 'aschuerch', 'cmkobel', 'Tu6ka', 'MalbertRogers', 'Juliepvr', 'MostafaYA', 'tyhsu389', 'maxlcummins', 'groodri', 'idolawoye', 'OliverH2020', 'boasvdp', 'AroArz'}","{'elliekpursey', 'cmkobel', 'Juliepvr', 'boasvdp', 'MostafaYA', 'tyhsu389', 'maxlcummins', 'idolawoye', 'aschuerch', 'AroArz'}","{'maxlcummins/pipelord/20', 'cmkobel/assemblycomparator2/1', 'Juliepvr/snakemake_metagenomic/1', 'MostafaYA/snakeNullarbor/1', 'AroArz/Abrigahit/1', 'maxlcummins/pipelord/7', 'aschuerch/bactofidia/1', 'elliekpursey/crispr-pathogens/1', 'idolawoye/BAGEP/1', 'maxlcummins/pipelord/21', 'boasvdp/COMBAT/3', 'MostafaYA/SnakePipelines/5', 'tyhsu389/uphl_reference_free/2'}",14.0,10.0,27.0,13.0,['ABRicate']
312,{'SamStudio8'},{'SamStudio8'},{'SamStudio8/reticulatus/1'},1.0,1.0,1.0,1.0,['Bandage']
313,"{'alliblk', 'nandsra21', 'huddlej'}",{'blab'},"{'blab/cartography/7', 'blab/cartography/5', 'blab/cartography/10', 'blab/cartography/4', 'blab/cartography/9'}",3.0,1.0,7.0,5.0,"['EmbedSOM', 'PCA']"
314,{'dahjan'},{'dahjan'},{'dahjan/OAS-MiXCR-pipeline/1'},1.0,1.0,1.0,1.0,['MiXCR']
